Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category,modality,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
1007,27612,aparc-a2009s_rh_area_S-orbital-lateral,,mm2,float,2,Area,S,cortical area,Area of S-orbital-lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21281,21261,21269,10685,-,-,31966,31941,31952,1.01E-01,1.44E-02
1008,27613,aparc-a2009s_rh_area_S-orbital-med-olfact,,mm2,float,2,Area,S,cortical area,Area of S-orbital-med-olfact in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.75E-01,1.78E-02
1009,27614,aparc-a2009s_rh_area_S-orbital-H-Shaped,,mm2,float,2,Area,S,cortical area,Area of S-orbital-H-Shaped in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21281,21261,21269,10686,-,-,31967,31942,31953,2.62E-01,2.16E-02
1010,27615,aparc-a2009s_rh_area_S-parieto-occipital,,mm2,float,2,Area,S,cortical area,Area of S-parieto-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.29E-01,1.93E-02
1011,27616,aparc-a2009s_rh_area_S-pericallosal,,mm2,float,2,Area,S,cortical area,Area of S-pericallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.35E-01,1.92E-02
1012,27617,aparc-a2009s_rh_area_S-postcentral,,mm2,float,2,Area,S,cortical area,Area of S-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.45E-01,1.81E-02
1013,27618,aparc-a2009s_rh_area_S-precentral-inf-part,,mm2,float,2,Area,S,cortical area,Area of S-precentral-inf-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.14E-01,1.63E-02
1014,27619,aparc-a2009s_rh_area_S-precentral-sup-part,,mm2,float,2,Area,S,cortical area,Area of S-precentral-sup-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.10E-01,1.69E-02
1015,27620,aparc-a2009s_rh_area_S-suborbital,,mm2,float,2,Area,S,cortical area,Area of S-suborbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10685,-,-,31967,31942,31953,4.82E-02,1.58E-02
1016,27621,aparc-a2009s_rh_area_S-subparietal,,mm2,float,2,Area,S,cortical area,Area of S-subparietal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.40E-01,1.72E-02
1017,27622,aparc-a2009s_rh_area_S-temporal-inf,,mm2,float,2,Area,S,cortical area,Area of S-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.40E-01,1.82E-02
1018,27623,aparc-a2009s_rh_area_S-temporal-sup,,mm2,float,2,Area,S,cortical area,Area of S-temporal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.86E-01,1.85E-02
1019,27624,aparc-a2009s_rh_area_S-temporal-transverse,,mm2,float,2,Area,S,cortical area,Area of S-temporal-transverse in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21280,21260,21268,10686,-,-,31966,31941,31952,1.55E-01,1.81E-02
1252,27625,aparc-a2009s_rh_thickness_G+S-frontomargin,,mm,float,3,Mean thickness,S,cortical thickness,Mean thickness of G+S-frontomargin in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21281,21261,21269,10686,-,-,31967,31942,31953,9.28E-02,1.49E-02
