Dataset,Description,Category,ID
27051,Grey-white contrast in superiorfrontal (right hemisphere),Grey-white contrast,1024
27017,Grey-white contrast in superiorparietal (left hemisphere),Grey-white contrast,1025
27052,Grey-white contrast in superiorparietal (right hemisphere),Grey-white contrast,1026
27018,Grey-white contrast in superiortemporal (left hemisphere),Grey-white contrast,1027
27053,Grey-white contrast in superiortemporal (right hemisphere),Grey-white contrast,1028
27019,Grey-white contrast in supramarginal (left hemisphere),Grey-white contrast,1029
27054,Grey-white contrast in supramarginal (right hemisphere),Grey-white contrast,1030
27021,Grey-white contrast in temporalpole (left hemisphere),Grey-white contrast,1031
27056,Grey-white contrast in temporalpole (right hemisphere),Grey-white contrast,1032
27022,Grey-white contrast in transversetemporal (left hemisphere),Grey-white contrast,1033
27057,Grey-white contrast in transversetemporal (right hemisphere),Grey-white contrast,1034
26989,Grey-white contrast in unknown (left hemisphere),Grey-white contrast,1035
27024,Grey-white contrast in unknown (right hemisphere),Grey-white contrast,1036
26923,Area of TotalSurface (left hemisphere),Area,1037
26956,Area of TotalSurface (right hemisphere),Area,1038
26924,Area of bankssts (left hemisphere),Area,1039
26957,Area of bankssts (right hemisphere),Area,1040
26925,Area of caudalanteriorcingulate (left hemisphere),Area,1041
26958,Area of caudalanteriorcingulate (right hemisphere),Area,1042
26926,Area of caudalmiddlefrontal (left hemisphere),Area,1043
26959,Area of caudalmiddlefrontal (right hemisphere),Area,1044
26927,Area of cuneus (left hemisphere),Area,1045
26960,Area of cuneus (right hemisphere),Area,1046
26928,Area of entorhinal (left hemisphere),Area,1047
26961,Area of entorhinal (right hemisphere),Area,1048
26954,Area of frontalpole (left hemisphere),Area,1049
26987,Area of frontalpole (right hemisphere),Area,1050
26929,Area of fusiform (left hemisphere),Area,1051
26962,Area of fusiform (right hemisphere),Area,1052
26930,Area of inferiorparietal (left hemisphere),Area,1053
26963,Area of inferiorparietal (right hemisphere),Area,1054
26931,Area of inferiortemporal (left hemisphere),Area,1055
26964,Area of inferiortemporal (right hemisphere),Area,1056
26932,Area of isthmuscingulate (left hemisphere),Area,1057
26965,Area of isthmuscingulate (right hemisphere),Area,1058
26933,Area of lateraloccipital (left hemisphere),Area,1059
26966,Area of lateraloccipital (right hemisphere),Area,1060
26934,Area of lateralorbitofrontal (left hemisphere),Area,1061
26967,Area of lateralorbitofrontal (right hemisphere),Area,1062
26935,Area of lingual (left hemisphere),Area,1063
26968,Area of lingual (right hemisphere),Area,1064
26936,Area of medialorbitofrontal (left hemisphere),Area,1065
26969,Area of medialorbitofrontal (right hemisphere),Area,1066
26937,Area of middletemporal (left hemisphere),Area,1067
26970,Area of middletemporal (right hemisphere),Area,1068
26939,Area of paracentral (left hemisphere),Area,1069
26972,Area of paracentral (right hemisphere),Area,1070
26938,Area of parahippocampal (left hemisphere),Area,1071
26971,Area of parahippocampal (right hemisphere),Area,1072
26940,Area of parsopercularis (left hemisphere),Area,1073
26973,Area of parsopercularis (right hemisphere),Area,1074
26941,Area of parsorbitalis (left hemisphere),Area,1075
26974,Area of parsorbitalis (right hemisphere),Area,1076
26942,Area of parstriangularis (left hemisphere),Area,1077
26975,Area of parstriangularis (right hemisphere),Area,1078
26943,Area of pericalcarine (left hemisphere),Area,1079
26976,Area of pericalcarine (right hemisphere),Area,1080
26944,Area of postcentral (left hemisphere),Area,1081
26977,Area of postcentral (right hemisphere),Area,1082
26945,Area of posteriorcingulate (left hemisphere),Area,1083
26978,Area of posteriorcingulate (right hemisphere),Area,1084
26946,Area of precentral (left hemisphere),Area,1085
26979,Area of precentral (right hemisphere),Area,1086
26947,Area of precuneus (left hemisphere),Area,1087
26980,Area of precuneus (right hemisphere),Area,1088
26948,Area of rostralanteriorcingulate (left hemisphere),Area,1089
26981,Area of rostralanteriorcingulate (right hemisphere),Area,1090
26949,Area of rostralmiddlefrontal (left hemisphere),Area,1091
26982,Area of rostralmiddlefrontal (right hemisphere),Area,1092
26950,Area of superiorfrontal (left hemisphere),Area,1093
26983,Area of superiorfrontal (right hemisphere),Area,1094
26951,Area of superiorparietal (left hemisphere),Area,1095
26984,Area of superiorparietal (right hemisphere),Area,1096
26952,Area of superiortemporal (left hemisphere),Area,1097
26985,Area of superiortemporal (right hemisphere),Area,1098
26953,Area of supramarginal (left hemisphere),Area,1099
26986,Area of supramarginal (right hemisphere),Area,1100
26955,Area of transversetemporal (left hemisphere),Area,1101
26988,Area of transversetemporal (right hemisphere),Area,1102
26721,Area of TotalSurface (left hemisphere),Area,1103
26822,Area of TotalSurface (right hemisphere),Area,1104
26722,Area of bankssts (left hemisphere),Area,1105
26823,Area of bankssts (right hemisphere),Area,1106
26723,Area of caudalanteriorcingulate (left hemisphere),Area,1107
26824,Area of caudalanteriorcingulate (right hemisphere),Area,1108
26724,Area of caudalmiddlefrontal (left hemisphere),Area,1109
26825,Area of caudalmiddlefrontal (right hemisphere),Area,1110
26725,Area of cuneus (left hemisphere),Area,1111
26826,Area of cuneus (right hemisphere),Area,1112
26726,Area of entorhinal (left hemisphere),Area,1113
26827,Area of entorhinal (right hemisphere),Area,1114
26752,Area of frontalpole (left hemisphere),Area,1115
26853,Area of frontalpole (right hemisphere),Area,1116
26727,Area of fusiform (left hemisphere),Area,1117
26828,Area of fusiform (right hemisphere),Area,1118
26728,Area of inferiorparietal (left hemisphere),Area,1119
26829,Area of inferiorparietal (right hemisphere),Area,1120
26729,Area of inferiortemporal (left hemisphere),Area,1121
26830,Area of inferiortemporal (right hemisphere),Area,1122
26754,Area of insula (left hemisphere),Area,1123
26855,Area of insula (right hemisphere),Area,1124
26730,Area of isthmuscingulate (left hemisphere),Area,1125
26831,Area of isthmuscingulate (right hemisphere),Area,1126
26731,Area of lateraloccipital (left hemisphere),Area,1127
26832,Area of lateraloccipital (right hemisphere),Area,1128
26732,Area of lateralorbitofrontal (left hemisphere),Area,1129
26833,Area of lateralorbitofrontal (right hemisphere),Area,1130
26733,Area of lingual (left hemisphere),Area,1131
26834,Area of lingual (right hemisphere),Area,1132
26734,Area of medialorbitofrontal (left hemisphere),Area,1133
26835,Area of medialorbitofrontal (right hemisphere),Area,1134
26735,Area of middletemporal (left hemisphere),Area,1135
26836,Area of middletemporal (right hemisphere),Area,1136
26737,Area of paracentral (left hemisphere),Area,1137
26838,Area of paracentral (right hemisphere),Area,1138
26736,Area of parahippocampal (left hemisphere),Area,1139
26837,Area of parahippocampal (right hemisphere),Area,1140
26738,Area of parsopercularis (left hemisphere),Area,1141
26839,Area of parsopercularis (right hemisphere),Area,1142
26739,Area of parsorbitalis (left hemisphere),Area,1143
26840,Area of parsorbitalis (right hemisphere),Area,1144
26740,Area of parstriangularis (left hemisphere),Area,1145
26841,Area of parstriangularis (right hemisphere),Area,1146
26741,Area of pericalcarine (left hemisphere),Area,1147
26842,Area of pericalcarine (right hemisphere),Area,1148
26742,Area of postcentral (left hemisphere),Area,1149
26843,Area of postcentral (right hemisphere),Area,1150
26743,Area of posteriorcingulate (left hemisphere),Area,1151
26844,Area of posteriorcingulate (right hemisphere),Area,1152
26744,Area of precentral (left hemisphere),Area,1153
26845,Area of precentral (right hemisphere),Area,1154
26745,Area of precuneus (left hemisphere),Area,1155
26846,Area of precuneus (right hemisphere),Area,1156
26746,Area of rostralanteriorcingulate (left hemisphere),Area,1157
26847,Area of rostralanteriorcingulate (right hemisphere),Area,1158
26747,Area of rostralmiddlefrontal (left hemisphere),Area,1159
26848,Area of rostralmiddlefrontal (right hemisphere),Area,1160
26748,Area of superiorfrontal (left hemisphere),Area,1161
26849,Area of superiorfrontal (right hemisphere),Area,1162
26749,Area of superiorparietal (left hemisphere),Area,1163
26850,Area of superiorparietal (right hemisphere),Area,1164
26750,Area of superiortemporal (left hemisphere),Area,1165
26851,Area of superiortemporal (right hemisphere),Area,1166
26751,Area of supramarginal (left hemisphere),Area,1167
26852,Area of supramarginal (right hemisphere),Area,1168
26753,Area of transversetemporal (left hemisphere),Area,1169
26854,Area of transversetemporal (right hemisphere),Area,1170
26755,Mean thickness of GlobalMeanMean thickness (left hemisphere),Mean thickness,1171
26856,Mean thickness of GlobalMeanMean thickness (right hemisphere),Mean thickness,1172
26756,Mean thickness of bankssts (left hemisphere),Mean thickness,1173
26857,Mean thickness of bankssts (right hemisphere),Mean thickness,1174
26757,Mean thickness of caudalanteriorcingulate (left hemisphere),Mean thickness,1175
26858,Mean thickness of caudalanteriorcingulate (right hemisphere),Mean thickness,1176
26758,Mean thickness of caudalmiddlefrontal (left hemisphere),Mean thickness,1177
26859,Mean thickness of caudalmiddlefrontal (right hemisphere),Mean thickness,1178
26759,Mean thickness of cuneus (left hemisphere),Mean thickness,1179
26860,Mean thickness of cuneus (right hemisphere),Mean thickness,1180
26760,Mean thickness of entorhinal (left hemisphere),Mean thickness,1181
26861,Mean thickness of entorhinal (right hemisphere),Mean thickness,1182
26786,Mean thickness of frontalpole (left hemisphere),Mean thickness,1183
26887,Mean thickness of frontalpole (right hemisphere),Mean thickness,1184
26761,Mean thickness of fusiform (left hemisphere),Mean thickness,1185
26862,Mean thickness of fusiform (right hemisphere),Mean thickness,1186
26762,Mean thickness of inferiorparietal (left hemisphere),Mean thickness,1187
26863,Mean thickness of inferiorparietal (right hemisphere),Mean thickness,1188
26763,Mean thickness of inferiortemporal (left hemisphere),Mean thickness,1189
26864,Mean thickness of inferiortemporal (right hemisphere),Mean thickness,1190
26788,Mean thickness of insula (left hemisphere),Mean thickness,1191
26889,Mean thickness of insula (right hemisphere),Mean thickness,1192
26764,Mean thickness of isthmuscingulate (left hemisphere),Mean thickness,1193
26865,Mean thickness of isthmuscingulate (right hemisphere),Mean thickness,1194
26765,Mean thickness of lateraloccipital (left hemisphere),Mean thickness,1195
26866,Mean thickness of lateraloccipital (right hemisphere),Mean thickness,1196
26766,Mean thickness of lateralorbitofrontal (left hemisphere),Mean thickness,1197
26867,Mean thickness of lateralorbitofrontal (right hemisphere),Mean thickness,1198
26767,Mean thickness of lingual (left hemisphere),Mean thickness,1199
26868,Mean thickness of lingual (right hemisphere),Mean thickness,1200
26768,Mean thickness of medialorbitofrontal (left hemisphere),Mean thickness,1201
26869,Mean thickness of medialorbitofrontal (right hemisphere),Mean thickness,1202
26769,Mean thickness of middletemporal (left hemisphere),Mean thickness,1203
26870,Mean thickness of middletemporal (right hemisphere),Mean thickness,1204
26771,Mean thickness of paracentral (left hemisphere),Mean thickness,1205
26872,Mean thickness of paracentral (right hemisphere),Mean thickness,1206
26770,Mean thickness of parahippocampal (left hemisphere),Mean thickness,1207
26871,Mean thickness of parahippocampal (right hemisphere),Mean thickness,1208
26772,Mean thickness of parsopercularis (left hemisphere),Mean thickness,1209
26873,Mean thickness of parsopercularis (right hemisphere),Mean thickness,1210
26773,Mean thickness of parsorbitalis (left hemisphere),Mean thickness,1211
26874,Mean thickness of parsorbitalis (right hemisphere),Mean thickness,1212
26774,Mean thickness of parstriangularis (left hemisphere),Mean thickness,1213
26875,Mean thickness of parstriangularis (right hemisphere),Mean thickness,1214
26775,Mean thickness of pericalcarine (left hemisphere),Mean thickness,1215
26876,Mean thickness of pericalcarine (right hemisphere),Mean thickness,1216
26776,Mean thickness of postcentral (left hemisphere),Mean thickness,1217
26877,Mean thickness of postcentral (right hemisphere),Mean thickness,1218
26777,Mean thickness of posteriorcingulate (left hemisphere),Mean thickness,1219
26878,Mean thickness of posteriorcingulate (right hemisphere),Mean thickness,1220
26778,Mean thickness of precentral (left hemisphere),Mean thickness,1221
26879,Mean thickness of precentral (right hemisphere),Mean thickness,1222
26779,Mean thickness of precuneus (left hemisphere),Mean thickness,1223
26880,Mean thickness of precuneus (right hemisphere),Mean thickness,1224
26780,Mean thickness of rostralanteriorcingulate (left hemisphere),Mean thickness,1225
26881,Mean thickness of rostralanteriorcingulate (right hemisphere),Mean thickness,1226
26781,Mean thickness of rostralmiddlefrontal (left hemisphere),Mean thickness,1227
26882,Mean thickness of rostralmiddlefrontal (right hemisphere),Mean thickness,1228
26782,Mean thickness of superiorfrontal (left hemisphere),Mean thickness,1229
26883,Mean thickness of superiorfrontal (right hemisphere),Mean thickness,1230
26783,Mean thickness of superiorparietal (left hemisphere),Mean thickness,1231
26884,Mean thickness of superiorparietal (right hemisphere),Mean thickness,1232
26784,Mean thickness of superiortemporal (left hemisphere),Mean thickness,1233
26885,Mean thickness of superiortemporal (right hemisphere),Mean thickness,1234
26785,Mean thickness of supramarginal (left hemisphere),Mean thickness,1235
26886,Mean thickness of supramarginal (right hemisphere),Mean thickness,1236
26787,Mean thickness of transversetemporal (left hemisphere),Mean thickness,1237
26888,Mean thickness of transversetemporal (right hemisphere),Mean thickness,1238
26789,Volume of bankssts (left hemisphere),Volume,1239
26890,Volume of bankssts (right hemisphere),Volume,1240
26790,Volume of caudalanteriorcingulate (left hemisphere),Volume,1241
26891,Volume of caudalanteriorcingulate (right hemisphere),Volume,1242
26791,Volume of caudalmiddlefrontal (left hemisphere),Volume,1243
26892,Volume of caudalmiddlefrontal (right hemisphere),Volume,1244
26792,Volume of cuneus (left hemisphere),Volume,1245
26893,Volume of cuneus (right hemisphere),Volume,1246
26793,Volume of entorhinal (left hemisphere),Volume,1247
26894,Volume of entorhinal (right hemisphere),Volume,1248
26819,Volume of frontalpole (left hemisphere),Volume,1249
26920,Volume of frontalpole (right hemisphere),Volume,1250
26794,Volume of fusiform (left hemisphere),Volume,1251
26895,Volume of fusiform (right hemisphere),Volume,1252
26795,Volume of inferiorparietal (left hemisphere),Volume,1253
26896,Volume of inferiorparietal (right hemisphere),Volume,1254
26796,Volume of inferiortemporal (left hemisphere),Volume,1255
26897,Volume of inferiortemporal (right hemisphere),Volume,1256
26821,Volume of insula (left hemisphere),Volume,1257
26922,Volume of insula (right hemisphere),Volume,1258
26797,Volume of isthmuscingulate (left hemisphere),Volume,1259
26898,Volume of isthmuscingulate (right hemisphere),Volume,1260
26798,Volume of lateraloccipital (left hemisphere),Volume,1261
26899,Volume of lateraloccipital (right hemisphere),Volume,1262
26799,Volume of lateralorbitofrontal (left hemisphere),Volume,1263
26900,Volume of lateralorbitofrontal (right hemisphere),Volume,1264
26800,Volume of lingual (left hemisphere),Volume,1265
26901,Volume of lingual (right hemisphere),Volume,1266
26801,Volume of medialorbitofrontal (left hemisphere),Volume,1267
26902,Volume of medialorbitofrontal (right hemisphere),Volume,1268
26802,Volume of middletemporal (left hemisphere),Volume,1269
26903,Volume of middletemporal (right hemisphere),Volume,1270
26804,Volume of paracentral (left hemisphere),Volume,1271
26905,Volume of paracentral (right hemisphere),Volume,1272
26803,Volume of parahippocampal (left hemisphere),Volume,1273
26904,Volume of parahippocampal (right hemisphere),Volume,1274
26805,Volume of parsopercularis (left hemisphere),Volume,1275
26906,Volume of parsopercularis (right hemisphere),Volume,1276
26806,Volume of parsorbitalis (left hemisphere),Volume,1277
26907,Volume of parsorbitalis (right hemisphere),Volume,1278
26807,Volume of parstriangularis (left hemisphere),Volume,1279
26908,Volume of parstriangularis (right hemisphere),Volume,1280
26808,Volume of pericalcarine (left hemisphere),Volume,1281
26909,Volume of pericalcarine (right hemisphere),Volume,1282
26809,Volume of postcentral (left hemisphere),Volume,1283
26910,Volume of postcentral (right hemisphere),Volume,1284
26810,Volume of posteriorcingulate (left hemisphere),Volume,1285
26911,Volume of posteriorcingulate (right hemisphere),Volume,1286
26811,Volume of precentral (left hemisphere),Volume,1287
26912,Volume of precentral (right hemisphere),Volume,1288
26812,Volume of precuneus (left hemisphere),Volume,1289
26913,Volume of precuneus (right hemisphere),Volume,1290
26813,Volume of rostralanteriorcingulate (left hemisphere),Volume,1291
26914,Volume of rostralanteriorcingulate (right hemisphere),Volume,1292
26814,Volume of rostralmiddlefrontal (left hemisphere),Volume,1293
26915,Volume of rostralmiddlefrontal (right hemisphere),Volume,1294
26815,Volume of superiorfrontal (left hemisphere),Volume,1295
26916,Volume of superiorfrontal (right hemisphere),Volume,1296
26816,Volume of superiorparietal (left hemisphere),Volume,1297
26917,Volume of superiorparietal (right hemisphere),Volume,1298
26817,Volume of superiortemporal (left hemisphere),Volume,1299
26918,Volume of superiortemporal (right hemisphere),Volume,1300
26818,Volume of supramarginal (left hemisphere),Volume,1301
26919,Volume of supramarginal (right hemisphere),Volume,1302
26820,Volume of transversetemporal (left hemisphere),Volume,1303
26921,Volume of transversetemporal (right hemisphere),Volume,1304
26684,Volume of AV (left hemisphere),Volume,1305
26710,Volume of AV (right hemisphere),Volume,1306
26602,Volume of Accessory-Basal-nucleus (left hemisphere),Volume,1307
26612,Volume of Accessory-Basal-nucleus (right hemisphere),Volume,1308
26603,Volume of Anterior-amygdaloid-area-AAA (left hemisphere),Volume,1309
26613,Volume of Anterior-amygdaloid-area-AAA (right hemisphere),Volume,1310
26601,Volume of Basal-nucleus (left hemisphere),Volume,1311
26611,Volume of Basal-nucleus (right hemisphere),Volume,1312
26622,Volume of CA1-body (left hemisphere),Volume,1313
26644,Volume of CA1-body (right hemisphere),Volume,1314
26626,Volume of CA1-head (left hemisphere),Volume,1315
26648,Volume of CA1-head (right hemisphere),Volume,1316
26632,Volume of CA3-body (left hemisphere),Volume,1317
26654,Volume of CA3-body (right hemisphere),Volume,1318
26637,Volume of CA3-head (left hemisphere),Volume,1319
26659,Volume of CA3-head (right hemisphere),Volume,1320
26635,Volume of CA4-body (left hemisphere),Volume,1321
26657,Volume of CA4-body (right hemisphere),Volume,1322
26634,Volume of CA4-head (left hemisphere),Volume,1323
26656,Volume of CA4-head (right hemisphere),Volume,1324
26681,Volume of CL (left hemisphere),Volume,1325
26706,Volume of CL (right hemisphere),Volume,1326
26670,Volume of CM (left hemisphere),Volume,1327
26694,Volume of CM (right hemisphere),Volume,1328
26677,Volume of CeM (left hemisphere),Volume,1329
26703,Volume of CeM (right hemisphere),Volume,1330
26604,Volume of Central-nucleus (left hemisphere),Volume,1331
26614,Volume of Central-nucleus (right hemisphere),Volume,1332
26606,Volume of Cortical-nucleus (left hemisphere),Volume,1333
26616,Volume of Cortical-nucleus (right hemisphere),Volume,1334
26607,Volume of Corticoamygdaloid-transitio (left hemisphere),Volume,1335
26617,Volume of Corticoamygdaloid-transitio (right hemisphere),Volume,1336
26633,Volume of GC-ML-DG-body (left hemisphere),Volume,1337
26655,Volume of GC-ML-DG-body (right hemisphere),Volume,1338
26631,Volume of GC-ML-DG-head (left hemisphere),Volume,1339
26653,Volume of GC-ML-DG-head (right hemisphere),Volume,1340
26638,Volume of HATA (left hemisphere),Volume,1341
26660,Volume of HATA (right hemisphere),Volume,1342
26620,Volume of Hippocampal-tail (left hemisphere),Volume,1343
26642,Volume of Hippocampal-tail (right hemisphere),Volume,1344
26668,Volume of L-Sg (left hemisphere),Volume,1345
26692,Volume of L-Sg (right hemisphere),Volume,1346
26712,Volume of LD (left hemisphere),Volume,1347
26713,Volume of LD (right hemisphere),Volume,1348
26665,Volume of LGN (left hemisphere),Volume,1349
26688,Volume of LGN (right hemisphere),Volume,1350
26687,Volume of LP (left hemisphere),Volume,1351
26711,Volume of LP (right hemisphere),Volume,1352
26600,Volume of Lateral-nucleus (left hemisphere),Volume,1353
26610,Volume of Lateral-nucleus (right hemisphere),Volume,1354
26676,Volume of MDl (left hemisphere),Volume,1355
26700,Volume of MDl (right hemisphere),Volume,1356
26673,Volume of MDm (left hemisphere),Volume,1357
26697,Volume of MDm (right hemisphere),Volume,1358
26664,Volume of MGN (left hemisphere),Volume,1359
26689,Volume of MGN (right hemisphere),Volume,1360
26679,Volume of MV(Re) (left hemisphere),Volume,1361
26702,Volume of MV(Re) (right hemisphere),Volume,1362
26605,Volume of Medial-nucleus (left hemisphere),Volume,1363
26615,Volume of Medial-nucleus (right hemisphere),Volume,1364
26716,Volume of Medulla (whole brain),Volume,1365
26719,Volume of Midbrain (whole brain),Volume,1366
26608,Volume of Paralaminar-nucleus (left hemisphere),Volume,1367
26618,Volume of Paralaminar-nucleus (right hemisphere),Volume,1368
26685,Volume of Pc (left hemisphere),Volume,1369
26708,Volume of Pc (right hemisphere),Volume,1370
26674,Volume of Pf (left hemisphere),Volume,1371
26698,Volume of Pf (right hemisphere),Volume,1372
26717,Volume of Pons (whole brain),Volume,1373
26683,Volume of Pt (left hemisphere),Volume,1374
26709,Volume of Pt (right hemisphere),Volume,1375
26672,Volume of PuA (left hemisphere),Volume,1376
26696,Volume of PuA (right hemisphere),Volume,1377
26666,Volume of PuI (left hemisphere),Volume,1378
26690,Volume of PuI (right hemisphere),Volume,1379
26682,Volume of PuL (left hemisphere),Volume,1380
26705,Volume of PuL (right hemisphere),Volume,1381
26667,Volume of PuM (left hemisphere),Volume,1382
26691,Volume of PuM (right hemisphere),Volume,1383
26718,Volume of SCP (whole brain),Volume,1384
26678,Volume of VA (left hemisphere),Volume,1385
26701,Volume of VA (right hemisphere),Volume,1386
26675,Volume of VAmc (left hemisphere),Volume,1387
26699,Volume of VAmc (right hemisphere),Volume,1388
26671,Volume of VLa (left hemisphere),Volume,1389
26695,Volume of VLa (right hemisphere),Volume,1390
26686,Volume of VLp (left hemisphere),Volume,1391
26707,Volume of VLp (right hemisphere),Volume,1392
26680,Volume of VM (left hemisphere),Volume,1393
26704,Volume of VM (right hemisphere),Volume,1394
26669,Volume of VPL (left hemisphere),Volume,1395
26693,Volume of VPL (right hemisphere),Volume,1396
26609,Volume of Whole-amygdala (left hemisphere),Volume,1397
26619,Volume of Whole-amygdala (right hemisphere),Volume,1398
26720,Volume of Whole-brainstem (whole brain),Volume,1399
26639,Volume of Whole-hippocampal-body (left hemisphere),Volume,1400
26661,Volume of Whole-hippocampal-body (right hemisphere),Volume,1401
26640,Volume of Whole-hippocampal-head (left hemisphere),Volume,1402
26662,Volume of Whole-hippocampal-head (right hemisphere),Volume,1403
26641,Volume of Whole-hippocampus (left hemisphere),Volume,1404
26663,Volume of Whole-hippocampus (right hemisphere),Volume,1405
26714,Volume of Whole-thalamus (left hemisphere),Volume,1406
26715,Volume of Whole-thalamus (right hemisphere),Volume,1407
26636,Volume of fimbria (left hemisphere),Volume,1408
26658,Volume of fimbria (right hemisphere),Volume,1409
26624,Volume of hippocampal-fissure (left hemisphere),Volume,1410
26646,Volume of hippocampal-fissure (right hemisphere),Volume,1411
26630,Volume of molecular-layer-HP-body (left hemisphere),Volume,1412
26652,Volume of molecular-layer-HP-body (right hemisphere),Volume,1413
26629,Volume of molecular-layer-HP-head (left hemisphere),Volume,1414
26651,Volume of molecular-layer-HP-head (right hemisphere),Volume,1415
26628,Volume of parasubiculum (left hemisphere),Volume,1416
26650,Volume of parasubiculum (right hemisphere),Volume,1417
26627,Volume of presubiculum-body (left hemisphere),Volume,1418
26649,Volume of presubiculum-body (right hemisphere),Volume,1419
26625,Volume of presubiculum-head (left hemisphere),Volume,1420
26647,Volume of presubiculum-head (right hemisphere),Volume,1421
26621,Volume of subiculum-body (left hemisphere),Volume,1422
26643,Volume of subiculum-body (right hemisphere),Volume,1423
26623,Volume of subiculum-head (left hemisphere),Volume,1424
26645,Volume of subiculum-head (right hemisphere),Volume,1425
